keyword,degree,betweenness,eigenvector,closeness
segment,0.02346368715083799,3.572200838670938e-05,0.0040642377407228815,0.4775880469583778
document,0.26145251396648045,0.005960469755484925,0.07430684029456976,0.5375375375375375
present,0.14525139664804468,0.002375212281561664,0.028922988741767346,0.5227803738317757
segmentation,0.13519553072625698,0.002390040112749936,0.03146988317987891,0.518539976825029
term,0.19441340782122904,0.004210228248521264,0.043171137955436284,0.5327380952380952
along,0.04469273743016759,0.00041611833134281233,0.0055518459557649495,0.5053642010163749
approach,0.5195530726256983,0.024516414504945763,0.20352118451623766,0.5766752577319587
dialog,0.029050279329608936,5.58211214680846e-05,0.004780604467829883,0.4753053637812002
act,0.05810055865921787,0.0002960326396710715,0.012377489776299138,0.4890710382513661
assumption,0.048044692737430165,0.0004064344792485625,0.008077246392866241,0.5025266704098821
logic,0.10949720670391061,0.002928091958000287,0.019703736052029443,0.5212580081537566
model,0.5698324022346368,0.02260744407601397,0.26642416401351304,0.5693384223918575
notion,0.036871508379888264,0.0003031521035192533,0.002946838150032849,0.48933843630399126
relation,0.20558659217877093,0.0039025969329821446,0.044861175909820646,0.5314726840855107
speech,0.29050279329608936,0.007291599551328111,0.11103541559504054,0.5457317073170732
grammar,0.31620111731843575,0.008962868279807398,0.08296526591307248,0.5444038929440389
report,0.029050279329608936,0.00014267520527851577,0.003948915159950945,0.4936569222283508
english,0.29050279329608936,0.009024234012821236,0.09823440259177976,0.5507692307692308
noun,0.14636871508379887,0.0026146212019484256,0.025942973102313808,0.5270906949352179
tag,0.0670391061452514,0.0012303418244517797,0.00893745212889679,0.5088118249005117
adjunct,0.036871508379888264,0.0001919919511474922,0.0043219748493345325,0.48326133909287255
based,0.6201117318435754,0.026672922181314115,0.27117576878555993,0.5704270235818993
clause,0.03128491620111731,0.0002567836333602532,0.002818961418477147,0.46157813305827744
construction,0.09497206703910614,0.0011581460041553123,0.017776566216874148,0.5155529953917051
formalism,0.061452513966480445,0.000509242069842822,0.008672602886258773,0.5065082059988681
probability,0.08044692737430167,0.000683814207320361,0.017837670702970643,0.49888517279821626
stochastic,0.026815642458100558,6.104802994702093e-05,0.0058151455848277425,0.48694232861806314
algorithm,0.4312849162011173,0.018467259569373787,0.13140886764126058,0.5700636942675159
language,0.7910614525139664,0.036915373983748084,0.40926437296374835,0.581924577373212
adjoining,0.06033519553072625,0.00101250817210768,0.01030688769526263,0.4939293598233996
adjoining grammar,0.034636871508379886,8.304084414458644e-05,0.007477201487968456,0.45293522267206476
form,0.17094972067039105,0.003730315048932224,0.039315809044334425,0.5267804590935845
language model,0.13631284916201117,0.0018771360673276807,0.07373405942030697,0.5149597238204833
probabilistic,0.10837988826815642,0.0017024231781526413,0.024130125837615826,0.5212580081537566
condition,0.03128491620111731,0.0001265521041334815,0.0034315705120724405,0.48588490770901194
string,0.029050279329608936,0.00011485383608340508,0.005428926205428222,0.4750530785562633
assigned,0.03240223463687151,0.0001652287969382338,0.0043696619086483375,0.4806659505907626
give,0.03910614525139664,0.00028164910352019423,0.004416814610025626,0.4819601507808293
given,0.12290502793296089,0.002380945224357837,0.026675365909654972,0.5230859146697837
tree,0.14078212290502792,0.0030381876303191844,0.023537544579889515,0.5255431591309454
dependency,0.1206703910614525,0.0015013135452416153,0.028580165066812865,0.5203488372093024
system,0.5206703910614525,0.025768861800441877,0.18923532842892998,0.5770470664087686
towards,0.041340782122905026,0.00017411836131336274,0.006744764601543662,0.47682472029834844
parser,0.17318435754189943,0.0034327293167148772,0.03920190978026022,0.5286473715298287
generation,0.15977653631284916,0.0031099697429635485,0.0326482957706727,0.5258519388954171
incremental,0.022346368715083796,4.1103669702690286e-05,0.0019366737882543148,0.4644525168655942
parse,0.053631284916201116,0.0003566086609472881,0.008105143125390584,0.5028089887640449
table,0.061452513966480445,0.00040419699881603683,0.014192029461542844,0.4952960708356392
input,0.10391061452513965,0.0010826224544475847,0.022336357095064072,0.5123068116771609
german,0.04469273743016759,0.00017745343320392274,0.008214382841604504,0.4986072423398329
available,0.11173184357541899,0.002341629935225083,0.024792358313383427,0.5164454702827467
context,0.21787709497206703,0.008254534028732975,0.04266848183120064,0.5447352404138771
lemmatizer,0.04022346368715084,0.00020804222333422616,0.005164983010967142,0.48987411056376573
morphological,0.10837988826815642,0.0009956364472728184,0.03433642990658597,0.5073696145124716
part,0.13631284916201117,0.0015712790999552178,0.03556609421458374,0.518840579710145
part speech,0.0994413407821229,0.0007197583595166915,0.02811240551385588,0.514367816091954
tagger,0.09162011173184356,0.0008520964540662349,0.024258322375208256,0.5120137299771167
information,0.35530726256983236,0.011884093049188601,0.11451469507387863,0.5453991468616697
lexical,0.23910614525139662,0.005692893311124595,0.0664608952990596,0.535607420706164
feature,0.30949720670391057,0.012057903957623295,0.07685467626805377,0.5534941249226963
hpsg,0.034636871508379886,0.00015938496725793612,0.004909184950552161,0.4822198275862069
parsing,0.26927374301675977,0.00861835145241614,0.06468222754472422,0.546731826511912
structure,0.15530726256983238,0.002679168043962729,0.03490434524178655,0.5243116578793204
constraint,0.12402234636871508,0.0022039432997646158,0.019793482233622827,0.518539976825029
finite,0.08268156424581005,0.0006791413824583008,0.013908340779196931,0.4963948973932335
finite state,0.0759776536312849,0.0006376745189673465,0.011289889959627788,0.5062217194570136
morphology,0.048044692737430165,8.522110682309452e-05,0.011097202268599275,0.49014238773274915
prosodic,0.054748603351955305,0.00013829008283767618,0.01526688931699239,0.4974986103390773
prosodic morphology,0.021229050279329607,4.6228809609977106e-06,0.0038084610497115894,0.424573055028463
state,0.12849162011173182,0.00146576633676864,0.024166769469029806,0.516743648960739
word,0.6011173184357541,0.020327490688429213,0.27121442026475207,0.5646687697160884
allows,0.1206703910614525,0.0031673189391568145,0.02305968908374155,0.5252347417840375
analyzed,0.053631284916201116,0.0007054448582982577,0.006692617948371176,0.5030916245081506
corpus,0.4335195530726257,0.019636971817549486,0.14261318254777935,0.5704270235818993
evaluation,0.20446927374301674,0.003645181150814883,0.04895510896667596,0.5314726840855107
comparison,0.05810055865921787,0.0003534214810640573,0.007542475659985624,0.4922992299229923
accuracy,0.2782122905027933,0.009502157388463993,0.06535979303307701,0.5500921942224954
address,0.06815642458100558,0.0005134600008304721,0.011124829350077333,0.5073696145124716
analyze,0.05810055865921787,0.00037314345415570647,0.008529972931048953,0.5030916245081506
method,0.4972067039106145,0.02087368645328606,0.1789917927781475,0.5678934010152284
develop,0.034636871508379886,9.627454639095998e-05,0.005582818267895209,0.4896061269146608
advantage,0.0994413407821229,0.0012147142291739847,0.016411035525432306,0.5128939828080229
annotated,0.1329608938547486,0.0017756463555753702,0.028785876220208093,0.5197444831591173
annotated corpus,0.05698324022346368,0.0004135861329971049,0.009265983431125748,0.5091012514220705
component,0.09385474860335195,0.0009805096225985923,0.01992957850040389,0.5149597238204833
resource,0.1977653631284916,0.0034320926737919084,0.048414487623900306,0.5324211778703153
used,0.22458100558659216,0.006916710530706059,0.05041852133405263,0.5398069963811821
application,0.30167597765363124,0.012456722748748006,0.06927333184939545,0.5552109181141439
apply,0.055865921787709494,0.00044566244101108604,0.00877308064395077,0.5076574021554169
characteristic,0.02346368715083799,5.671071337381473e-05,0.0024196111509106983,0.4780982905982906
case,0.11396648044692737,0.0022009967200712615,0.015439017035362145,0.5243116578793204
generative,0.024581005586592177,0.0001292957576235107,0.004135069863018353,0.46469366562824505
time,0.13072625698324022,0.0031400879265778754,0.024189604557660623,0.528023598820059
tree adjoining,0.022346368715083796,2.5715419176973467e-05,0.003990766906126405,0.444831013916501
meaning,0.16312849162011173,0.004036424131185084,0.033428960530090174,0.5317884729649436
preference,0.029050279329608936,6.194650052756073e-05,0.0063077185817153126,0.4745493107104984
representation,0.2983240223463687,0.007747730269362984,0.09097739478547108,0.549079754601227
synonym,0.03240223463687151,0.00010068028709623079,0.005070848482317516,0.49121844127332603
analysis,0.4256983240223463,0.019956674785019505,0.12150010398826208,0.5671736375158428
occurrence,0.053631284916201116,0.0003125859542955319,0.009490467691628238,0.5016816143497758
choice,0.035754189944134075,0.00015571050647202433,0.004479970729227925,0.4955703211517165
network,0.18324022346368712,0.0034624208409476482,0.05178031319116542,0.5305275637225845
error,0.1217877094972067,0.0015947023659773196,0.035164444676314174,0.518840579710145
rate,0.08491620111731843,0.0009172929543505846,0.018589234912558476,0.5014005602240896
rule,0.22569832402234635,0.005315056249875571,0.057315560315742656,0.5359281437125748
rule based,0.025698324022346366,0.00015071503657687924,0.005500400499510147,0.4796355841371919
statistical,0.15642458100558657,0.0023630677644203434,0.0513173634449819,0.518539976825029
based tagger,0.029050279329608936,9.014283929838759e-05,0.005663563690481608,0.48040794417606014
error rate,0.043575418994413403,0.00021282628665537833,0.011258827749444238,0.4942020982882385
modeling,0.10391061452513965,0.0010808352880929688,0.02771953878817185,0.5155529953917051
syntactic,0.16312849162011173,0.0039195985163521085,0.033831974689699035,0.5283353010625738
achieved,0.04469273743016759,0.00018320468942041918,0.01051381870082811,0.5039414414414415
annotation,0.2223463687150838,0.004608239770684744,0.060516241463247564,0.533373063170441
automatic,0.1977653631284916,0.003578982042942948,0.062472324108815896,0.5277122641509434
automatic speech,0.05921787709497206,0.0002789114214477322,0.01531075276064164,0.5011198208286675
binary,0.05139664804469273,0.0003626523197761112,0.013319257704518327,0.48720740337506807
knowledge,0.21117318435754187,0.005568662702378372,0.053156173647919275,0.5378605769230769
disambiguation,0.11955307262569831,0.0014108975440583677,0.03180560500403838,0.5182397220613781
learning,0.30167597765363124,0.01006045764240849,0.10532588162000936,0.5470660146699267
problem,0.16424581005586592,0.004012597321306399,0.03279095440249585,0.5324211778703153
acquisition,0.08044692737430167,0.0007003351041665993,0.016764361920418573,0.5128939828080229
development,0.11843575418994412,0.0016865122863875385,0.02482163109152599,0.5197444831591173
lexical semantic,0.027932960893854747,4.773648890050938e-05,0.004646536523926235,0.47989276139410186
semantic,0.3240223463687151,0.00988225343849614,0.10646007259722846,0.550430504305043
fragment,0.03910614525139664,0.00013538338438286962,0.0066503883408774,0.5019629837352776
similarity,0.1340782122905028,0.0019668299937860598,0.027632184836345414,0.5243116578793204
dynamic,0.07150837988826815,0.0008357558288623588,0.013355669325631526,0.5082339579784213
paragraph,0.041340782122905026,0.00014100287739952192,0.008646949132690183,0.48933843630399126
text,0.48268156424581,0.02251221625559447,0.16044990442297652,0.5704270235818993
basis,0.061452513966480445,0.0006008007538706812,0.009240773744493485,0.5067950169875425
domain,0.2212290502793296,0.005747100701792136,0.05057684490037624,0.5385078219013237
general,0.07262569832402234,0.0009426534435033394,0.007529712951186312,0.5033745781777278
limited,0.029050279329608936,0.0001344661529434943,0.0031596319989254506,0.4909489851892485
linguistic,0.2301675977653631,0.007021931415580305,0.05160250166535517,0.5430825242718447
order,0.12960893854748604,0.002464019994201926,0.019549584096953652,0.5264705882352941
oriented,0.05027932960893854,0.0002963008971039988,0.00803084827879738,0.5053642010163749
support,0.053631284916201116,0.00038725212698284783,0.007380746432707287,0.4969461410327596
task,0.33743016759776534,0.011616217274641452,0.0814797506167535,0.5538366336633663
adaptation,0.05027932960893854,0.00038013571088279217,0.010600840026279267,0.4963948973932335
data,0.3754189944134078,0.015849053822658703,0.11219445935538633,0.5632473253618628
set,0.18994413407821228,0.004752140739900195,0.03673838659014853,0.5378605769230769
result,0.17988826815642456,0.0036710967284418953,0.033547490723854365,0.5317884729649436
data set,0.061452513966480445,0.0002555645757937895,0.011339280479238219,0.5105533371363377
developed,0.05027932960893854,0.0002974124638504354,0.008764096896131838,0.5082339579784213
empirical,0.030167597765363124,5.7711303734359235e-05,0.005136721307032203,0.494475138121547
applied,0.09608938547486033,0.0011072988341351737,0.01716787387928413,0.5140723721998851
depth,0.027932960893854747,2.840840786707304e-05,0.005629867265716555,0.49284140969163
treebank,0.06033519553072625,0.0006066181197068436,0.006757304780032765,0.4997208263539922
size,0.04469273743016759,0.00036962606172161443,0.007264624954859448,0.5076574021554169
complete,0.027932960893854747,0.0003142804575113588,0.0024054059862244153,0.4382957884427032
lexicon,0.1877094972067039,0.0045793831055288454,0.03788167986384979,0.5352870813397129
argument,0.08268156424581005,0.0007136742809580458,0.010669743799029519,0.5152561888313184
first,0.14525139664804468,0.0032520482436975,0.02269871097461055,0.5302132701421801
simple,0.08379888268156424,0.0009648191633092397,0.013198851166379826,0.5088118249005117
sense,0.11508379888268155,0.0016048917994610059,0.03416478262051185,0.514367816091954
paper,0.2871508379888268,0.010367707812951023,0.06001466242878478,0.5507692307692308
tagging,0.10167597765363127,0.0010296034467394755,0.022642079210334398,0.5128939828080229
word sense,0.061452513966480445,0.0002800708317211318,0.020113003749117772,0.49667036625971145
also,0.3418994413407821,0.016292772016311272,0.08758960526462607,0.559375
format,0.09608938547486033,0.0009456024341691233,0.016866350335607457,0.5036578503095104
may,0.06815642458100558,0.0007151594418284294,0.010702021589666324,0.5082339579784213
formal,0.10391061452513965,0.0009402037692106735,0.022742663700509792,0.5161476355247981
framework,0.176536312849162,0.0034803214633539136,0.034616993906669426,0.534647550776583
notation,0.024581005586592177,5.63068346545768e-05,0.0047944825765290815,0.4563997960224375
standard,0.10391061452513965,0.0015712003051641514,0.017516765243319108,0.518539976825029
dialogue,0.09273743016759775,0.0008002473100558624,0.019207818755584544,0.5093910073989756
user,0.08715083798882681,0.0011953231957825023,0.013796705123344336,0.5146635997699828
dialogue system,0.02346368715083799,4.3442502121649756e-05,0.003518312007972417,0.47329455314648333
spoken,0.07374301675977653,0.0007321789887133829,0.01273753352269806,0.5079455164585698
although,0.0335195530726257,0.00014902057518108435,0.005091932521551544,0.4922992299229923
processing,0.2089385474860335,0.00744288759663419,0.05334489265374554,0.5430825242718447
transducer,0.022346368715083796,4.866610729717678e-05,0.003466723760319947,0.4490717511289513
allowing,0.03798882681564245,0.00030764671564229403,0.006479474413193999,0.5036578503095104
area,0.09720670391061452,0.0011245022109886828,0.01697249938325381,0.5134825014343086
modelling,0.053631284916201116,0.0005010881173538346,0.010277888397510043,0.484569572279372
technique,0.17318435754189943,0.003912249688760968,0.037247818475041106,0.5295857988165681
based approach,0.02346368715083799,4.063087531485895e-05,0.006465316356382627,0.4424122590212556
prosody,0.029050279329608936,8.356294194845155e-05,0.0049775837023461065,0.48588490770901194
memory,0.07932960893854749,0.0009673909540496548,0.016071641701648157,0.5082339579784213
style,0.05251396648044692,0.0002772645072567649,0.008774700370925433,0.5039414414414415
constituent,0.05251396648044692,0.0004840092768875404,0.008376086453006335,0.505079006772009
training,0.09720670391061452,0.0008728473217849828,0.022317813657816193,0.5134825014343086
induction,0.05139664804469273,0.00032714053784898227,0.008742383384861562,0.4991634132738427
level,0.19999999999999998,0.0033482739948572818,0.05195830639861041,0.533373063170441
japanese,0.1106145251396648,0.0015416918529086556,0.018925174363337086,0.5149597238204833
sentence,0.29050279329608936,0.009284765456644473,0.07172733479617328,0.5511083743842364
hierarchy,0.041340782122905026,0.00032141220130113367,0.005931968215624977,0.5022446689113356
japanese sentence,0.024581005586592177,4.9381761875043916e-05,0.002609903789351138,0.4296687469995199
mark,0.04692737430167598,0.0003790833239400606,0.005629818105388933,0.5030916245081506
spoken language,0.026815642458100558,0.00011285098855490954,0.004420227372006983,0.45756646216768915
type,0.11508379888268155,0.0018984124479108756,0.01684428394715402,0.521865889212828
chunking,0.02346368715083799,0.00012005907256819602,0.004017046886954439,0.4791220556745182
module,0.04692737430167598,0.0002964853784063893,0.009551568685840315,0.4920285871357889
nlp,0.1418994413407821,0.0020884001203351644,0.030856077259229675,0.5215617715617715
find,0.11508379888268155,0.002030662041951992,0.013766315612797512,0.5209545983701979
grammatical,0.08715083798882681,0.0006535175471565632,0.01564298186685773,0.50997150997151
relationship,0.02346368715083799,9.663303787360816e-05,0.0026978939521642054,0.47229551451187335
transformation,0.05027932960893854,0.0005925217918062483,0.00829694515308545,0.4931129476584022
achieves,0.08044692737430167,0.0007062581396158918,0.013795851202618871,0.5137772675086107
core,0.02346368715083799,7.121104503128432e-05,0.0037040411277773095,0.4690775681341719
temporal,0.1206703910614525,0.0013133187185045928,0.020710141280890052,0.514367816091954
top,0.04469273743016759,0.000329269079975748,0.0047868244337317,0.4740466101694915
database,0.08491620111731843,0.0008671331260585363,0.016376302339414246,0.5155529953917051
expression,0.10726256983240223,0.0014130652007918265,0.01486113129987815,0.5161476355247981
called,0.05139664804469273,0.0004752250239623252,0.007311549109168986,0.5059355568117581
existing,0.06256983240223463,0.0004899317898459917,0.009259876522452892,0.5014005602240896
like,0.088268156424581,0.001115292202008145,0.013710895290753613,0.518539976825029
dictionary,0.1843575418994413,0.004489750555532802,0.04062552010957496,0.5317884729649436
labeling,0.03240223463687151,0.00015865843809981998,0.002040714934227219,0.45991778006166495
multilingual,0.09162011173184356,0.0011786381139379776,0.014373575185677393,0.5170421721548238
taxonomy,0.02346368715083799,5.337967061403699e-05,0.00195632124300158,0.437866927592955
wordnet,0.07486033519553072,0.000862866073115766,0.011135017489904284,0.5056497175141242
discus,0.03128491620111731,0.00013997857527870815,0.0038637371443249542,0.47154899894625923
robust,0.03798882681564245,0.00012046622033996915,0.005558402758893803,0.48694232861806314
source,0.09720670391061452,0.0015058697633433561,0.016583555795430225,0.52065154159395
machine,0.3139664804469273,0.009445785546484942,0.13196034551101138,0.5524691358024691
machine translation,0.20111731843575417,0.003126600588326709,0.09724563260172071,0.5283353010625738
translation,0.3195530726256983,0.008382884061678312,0.14578869292644797,0.5487431023911711
example,0.0770949720670391,0.0008065555864195335,0.016787427547748472,0.49667036625971145
example based,0.024581005586592177,5.530349414849459e-05,0.006390403435790202,0.44350842418235875
annotation graph,0.029050279329608936,5.1782050880616906e-05,0.004915084335203925,0.4683411826268969
graph,0.13743016759776536,0.0017520499290235502,0.029354658486812197,0.5221703617269545
show,0.13072625698324022,0.002198958248142058,0.024023243383286697,0.5230859146697837
hybrid,0.05251396648044692,0.00023517094161944226,0.012006421653893425,0.5019629837352776
chunk,0.04022346368715084,0.0002302391888312435,0.005294941785954258,0.48987411056376573
able,0.15083798882681562,0.0037633885658851754,0.038719671665147205,0.5324211778703153
based learning,0.06368715083798882,0.0008817292388826611,0.013834932015035379,0.5091012514220705
best,0.042458100558659215,0.0002685248162398415,0.006109446011530605,0.4885371179039301
technical,0.03240223463687151,8.985666911030632e-05,0.007181233889397232,0.45663265306122447
base,0.11508379888268155,0.0013931325321962804,0.02680164080086049,0.5126002290950744
clir,0.02346368715083799,4.687049910591492e-06,0.008608476705090429,0.4332042594385286
compound,0.05698324022346368,0.000496111721239636,0.009290315556331306,0.4791220556745182
cross,0.11173184357541899,0.0016639799636155707,0.022598335585541977,0.5221703617269545
cross language,0.03240223463687151,8.559593724898655e-05,0.010283875170622249,0.47555791710945805
coverage,0.06256983240223463,0.0004307929510551026,0.008530159195877685,0.5105533371363377
identification,0.08379888268156424,0.0009608244735611484,0.012244799732462236,0.516743648960739
classification,0.16089385474860335,0.0030867725710686405,0.031930088915003506,0.5286473715298287
confidence,0.03128491620111731,4.709580605083657e-05,0.007150126002997734,0.488803932277444
bottom,0.02011173184357542,0.0001507466423232816,0.0016135966080088834,0.43851053405193535
scheme,0.05139664804469273,0.00030617105955943404,0.007670230636302246,0.505079006772009
annotation scheme,0.03240223463687151,7.485403053131772e-05,0.00529815953726207,0.49667036625971145
template,0.03240223463687151,0.00012472659604035398,0.0063138752780633215,0.4950221238938053
using,0.33743016759776534,0.011814702986213482,0.09135768936852016,0.5586766541822722
category,0.08379888268156424,0.0015561696513523382,0.013548320488399622,0.5114285714285715
new,0.1977653631284916,0.0056284021596201324,0.036266637708836445,0.540132770066385
mean,0.04469273743016759,0.00033882846773303785,0.005287053770806956,0.4947484798231067
ability,0.08379888268156424,0.0009669025465709255,0.014109561897731068,0.5149597238204833
achieve,0.05139664804469273,0.0002882214295778627,0.008677591006151428,0.5067950169875425
clustering,0.0759776536312849,0.0004976963959333321,0.015303648064236673,0.5079455164585698
correspondence,0.027932960893854747,9.15410226332363e-05,0.0054531012450530865,0.49667036625971145
topic,0.09497206703910614,0.0010759683790659245,0.020156081208240747,0.5047941342357586
query,0.09608938547486033,0.0007237025368654143,0.028157015334384937,0.504225352112676
natural,0.2983240223463687,0.007748476360449329,0.12338432336884268,0.5484068627450981
natural language,0.2670391061452514,0.006344974156737225,0.1118585877708869,0.546731826511912
aimed,0.034636871508379886,0.00010293540891981808,0.00693275279226767,0.4920285871357889
sense disambiguation,0.054748603351955305,0.0002007250128396016,0.017438155389532937,0.4909489851892485
approximation,0.04022346368715084,0.00024858584754043416,0.004415626230947469,0.49667036625971145
context free,0.05698324022346368,0.0007022150161362573,0.005726128930894494,0.49722222222222223
free,0.09720670391061452,0.0015388390830524733,0.012072697182778412,0.5149597238204833
regular,0.02346368715083799,8.119176918295447e-05,0.002852052275559913,0.4848320693391116
automaton,0.05698324022346368,0.0003373254818118914,0.010223978763645046,0.4936569222283508
experiment,0.10726256983240223,0.0016027199721170863,0.015805687565841834,0.52065154159395
question,0.08938547486033518,0.0006342968147199162,0.020120236310963983,0.5056497175141242
answering,0.04692737430167598,0.00012687452899375087,0.011120037679118658,0.4955703211517165
question answering,0.035754189944134075,6.473896185444523e-05,0.00866762819860843,0.48800436205016356
answer,0.08156424581005586,0.0004761606820669194,0.0166631478230826,0.4922992299229923
accurate,0.10614525139664803,0.001365408866211158,0.01720563779770138,0.5134825014343086
reduplication,0.01675977653631285,1.0227196143952236e-06,0.0024411239867738214,0.41092745638200184
additional,0.05810055865921787,0.0007661187305087254,0.005761608093640449,0.49888517279821626
computational,0.11731843575418993,0.002524536101849995,0.016561095965659172,0.5197444831591173
one,0.20446927374301674,0.005512916747918439,0.04223262700363447,0.5394816154309825
frame,0.06927374301675977,0.0005203540277886775,0.00897221773789982,0.5114285714285715
anaphora,0.08044692737430167,0.0009093117195337712,0.008315362561193602,0.5088118249005117
pronoun,0.049162011173184354,0.00035930669978123376,0.006470412824675336,0.4974986103390773
referent,0.027932960893854747,8.05961839961223e-05,0.002713934679233656,0.463010863942059
noun phrase,0.04692737430167598,0.00016357115630753427,0.007923945284493064,0.49014238773274915
phrase,0.17765363128491618,0.002906751772278034,0.05656517653608486,0.5258519388954171
property,0.09497206703910614,0.001264370465715714,0.01345764112988023,0.5194428322692978
antecedent,0.04469273743016759,0.00024437732709283204,0.004849967610215972,0.4955703211517165
verb,0.09832402234636871,0.00107477219950112,0.015632824667825437,0.5093910073989756
resolution,0.09497206703910614,0.000922979958307916,0.01700341312993214,0.5173410404624278
aspect,0.05810055865921787,0.00046437787010025967,0.012287858926725174,0.49284140969163
modality,0.03240223463687151,9.341659289630554e-05,0.008439351617861409,0.47006302521008403
tense,0.027932960893854747,8.436183568992404e-05,0.004761730333973607,0.47707889125799574
japanese english,0.026815642458100558,9.615635156147801e-05,0.005228123427584569,0.4656607700312175
mixed,0.02346368715083799,3.509467109045752e-05,0.004370723363451449,0.47733333333333333
search,0.07262569832402234,0.0007272372328166062,0.009974528712505724,0.5093910073989756
strategy,0.03798882681564245,0.0002589090704104676,0.005172113647033328,0.4986072423398329
variable,0.04022346368715084,0.0001263397019993459,0.006561005277029646,0.5028089887640449
extraction,0.12402234636871508,0.0012456858384457725,0.025070796490804258,0.5224751897256276
answer extraction,0.02011173184357542,8.910201041424948e-06,0.0036347156752051446,0.45042778057372923
logical,0.07039106145251396,0.00056263927508987,0.010308555641457277,0.5085227272727273
retrieval,0.09608938547486033,0.0006843280972535959,0.031410689908359185,0.49284140969163
measure,0.15865921787709497,0.0031477688702849023,0.033983333753371855,0.5274012964054213
distributional,0.07821229050279328,0.0005576420941655865,0.016843347426752347,0.5039414414414415
function,0.09497206703910614,0.0011467509379419222,0.011828359503549511,0.5161476355247981
broad,0.029050279329608936,8.226101682016062e-05,0.00364942577438615,0.4896061269146608
language modeling,0.03798882681564245,0.00010413420890694895,0.01162794271421586,0.47631718999467804
gram,0.08379888268156424,0.0005620916947329952,0.03313351711304392,0.5062217194570136
recognition,0.23240223463687149,0.004521333229482254,0.08090207965646713,0.5343283582089552
presented,0.04469273743016759,0.00011472528401683586,0.017834900785563924,0.4791220556745182
